Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
22,Delaware,transit_stations_percent_change_from_baseline,-43.80952381,-52.04353577,-50.24846002,-51.17491454
23,Delaware,transit_stations_percent_change_from_baseline,-43.42857143,-51.40100296,-49.67410789,-50.96951593
24,Delaware,transit_stations_percent_change_from_baseline,-43.25,-50.75847015,-49.09984507,-50.72960513
25,Delaware,transit_stations_percent_change_from_baseline,-44.17857143,-50.11593735,-48.52567154,-50.45605584
26,Delaware,transit_stations_percent_change_from_baseline,-44.96428571,-49.47340454,-47.95158729,-50.14974179
27,Delaware,transit_stations_percent_change_from_baseline,-44.89285714,-48.83087173,-47.3775923,-49.81153672
28,Delaware,transit_stations_percent_change_from_baseline,-44.41666667,-48.18833892,-46.80368657,-49.44231435
29,Delaware,transit_stations_percent_change_from_baseline,-46.42857143,-47.54580611,-46.22987007,-49.0429484
30,Delaware,transit_stations_percent_change_from_baseline,-46.47619048,-46.90327331,-45.6561428,-48.61431261
31,Delaware,transit_stations_percent_change_from_baseline,-46.51190476,-46.2607405,-45.08250473,-48.1572807
32,Delaware,transit_stations_percent_change_from_baseline,-45.88095238,-45.61820769,-44.50895586,-47.6727264
33,Delaware,transit_stations_percent_change_from_baseline,-45.20238095,-44.97567488,-43.93549617,-47.16152342
34,Delaware,transit_stations_percent_change_from_baseline,-45.52380952,-44.33314207,-43.36212565,-46.62454551
35,Delaware,transit_stations_percent_change_from_baseline,-45.33333333,-43.69060927,-42.78884428,-46.06266639
36,Delaware,transit_stations_percent_change_from_baseline,-43.11904762,-43.04807646,-42.21565206,-45.47675978
37,Delaware,transit_stations_percent_change_from_baseline,-43.21428571,-42.40554365,-41.64254896,-44.86769941
38,Delaware,transit_stations_percent_change_from_baseline,-42.75,-41.76301084,-41.06953497,-44.23635901
39,Delaware,transit_stations_percent_change_from_baseline,-42.88095238,-41.12047803,-40.49661008,-43.5836123
40,Delaware,transit_stations_percent_change_from_baseline,-43.73809524,-40.47794523,-39.92377428,-42.91033301
41,Delaware,transit_stations_percent_change_from_baseline,-40.48809524,-39.83541242,-39.35102754,-42.21739487
42,Delaware,transit_stations_percent_change_from_baseline,-40.5,-39.19287961,-38.77836986,-41.5056716
43,Delaware,transit_stations_percent_change_from_baseline,-40.82142857,-38.5503468,-38.20580123,-40.77603694
44,Delaware,transit_stations_percent_change_from_baseline,-38.89285714,-37.90781399,-37.63332162,-40.0293646
45,Delaware,transit_stations_percent_change_from_baseline,-38.85714286,-37.26528119,-37.06093103,-39.26652832
46,Delaware,transit_stations_percent_change_from_baseline,-38.82142857,-36.62274838,-36.48862945,-38.48840182
47,Delaware,transit_stations_percent_change_from_baseline,-36.58333333,-35.98021557,-35.91641685,-37.69585883
48,Delaware,transit_stations_percent_change_from_baseline,-34.79761905,-35.33768276,-35.34429322,-36.88977307
49,Delaware,transit_stations_percent_change_from_baseline,-33.45238095,-34.69514995,-34.77225855,-36.07101828
50,Delaware,transit_stations_percent_change_from_baseline,-32.28571429,-34.05261715,-34.20031283,-35.24046817
51,Delaware,transit_stations_percent_change_from_baseline,-32.83333333,-33.41008434,-33.62845605,-34.39899648
52,Delaware,transit_stations_percent_change_from_baseline,-32.79761905,-32.76755153,-33.05668818,-33.54747693
53,Delaware,transit_stations_percent_change_from_baseline,-30.98809524,-32.12501872,-32.48500921,-32.68678325
54,Delaware,transit_stations_percent_change_from_baseline,-31.19047619,-31.48248591,-31.91341914,-31.81778917
55,Delaware,transit_stations_percent_change_from_baseline,-32.9047619,-30.83995311,-31.34191794,-30.94136841
56,Delaware,transit_stations_percent_change_from_baseline,-32.47619048,-30.1974203,-30.77050561,-30.05839469
57,Delaware,transit_stations_percent_change_from_baseline,-32.95238095,-29.55488749,-30.19918212,-29.16974176
58,Delaware,transit_stations_percent_change_from_baseline,-32.95238095,-28.91235468,-29.62794747,-28.27628332
59,Delaware,transit_stations_percent_change_from_baseline,-31.91666667,-28.26982188,-29.05680165,-27.37889312
60,Delaware,transit_stations_percent_change_from_baseline,-31.91666667,-27.62728907,-28.48574463,-26.47844487
61,Delaware,transit_stations_percent_change_from_baseline,-30.23809524,-26.98475626,-27.91477641,-25.57581231
62,Delaware,transit_stations_percent_change_from_baseline,-28.38095238,-26.34222345,-27.34389696,-24.67186915
63,Delaware,transit_stations_percent_change_from_baseline,-28.42857143,-25.69969064,-26.77310628,-23.76748913
64,Delaware,transit_stations_percent_change_from_baseline,-27.4047619,-25.05715784,-26.20240436,-22.86354598
65,Delaware,transit_stations_percent_change_from_baseline,-27.26190476,-24.41462503,-25.63179117,-21.96091341
66,Delaware,transit_stations_percent_change_from_baseline,-27.22619048,-23.77209222,-25.06126671,-21.06046516
67,Delaware,transit_stations_percent_change_from_baseline,-26.8452381,-23.12955941,-24.49083096,-20.16307496
68,Delaware,transit_stations_percent_change_from_baseline,-28.38095238,-22.4870266,-23.92048391,-19.26961653
69,Delaware,transit_stations_percent_change_from_baseline,-29.38095238,-21.8444938,-23.35022554,-18.38096359
70,Delaware,transit_stations_percent_change_from_baseline,-28.76190476,-21.20196099,-22.78005585,-17.49798988
71,Delaware,transit_stations_percent_change_from_baseline,-30.73809524,-20.55942818,-22.2099748,-16.62156911
72,Delaware,transit_stations_percent_change_from_baseline,-29.97619048,-19.91689537,-21.6399824,-15.75257503
73,Delaware,transit_stations_percent_change_from_baseline,-28.72619048,-19.27436256,-21.07007863,-14.89188135
74,Delaware,transit_stations_percent_change_from_baseline,-28.67857143,-18.63182976,-20.50026348,-14.0403618
75,Delaware,transit_stations_percent_change_from_baseline,-27.42857143,-17.98929695,-19.93053692,-13.19889011
76,Delaware,transit_stations_percent_change_from_baseline,-22.92857143,-17.34676414,-19.36089896,-12.36834
77,Delaware,transit_stations_percent_change_from_baseline,-20.54761905,-16.70423133,-18.79134956,-11.54958521
78,Delaware,transit_stations_percent_change_from_baseline,-17.30952381,-16.06169852,-18.22188873,-10.74349945
79,Delaware,transit_stations_percent_change_from_baseline,-16.88095238,-15.41916572,-17.65251644,-9.95095646
80,Delaware,transit_stations_percent_change_from_baseline,-17.21428571,-14.77663291,-17.08323268,-9.17282996
81,Delaware,transit_stations_percent_change_from_baseline,-16.45238095,-14.1341001,-16.51403745,-8.409993679
82,Delaware,transit_stations_percent_change_from_baseline,-17.45238095,-13.49156729,-15.94493071,-7.663321342
83,Delaware,transit_stations_percent_change_from_baseline,-19.0952381,-12.84903448,-15.37591247,-6.933686678
84,Delaware,transit_stations_percent_change_from_baseline,-20.57142857,-12.20650168,-14.80698271,-6.221963412
85,Delaware,transit_stations_percent_change_from_baseline,-19.9047619,-11.56396887,-14.23814141,-5.529025272
86,Delaware,transit_stations_percent_change_from_baseline,-20.61904762,-10.92143606,-13.66938856,-4.855745985
87,Delaware,transit_stations_percent_change_from_baseline,-19.42857143,-10.27890325,-13.10072414,-4.202999276
88,Delaware,transit_stations_percent_change_from_baseline,-19.66666667,-9.636370445,-12.53214815,-3.571658874
89,Delaware,transit_stations_percent_change_from_baseline,-11.0952381,-8.993837637,-11.96366056,-2.962598504
90,Delaware,transit_stations_percent_change_from_baseline,-8.095238095,-8.351304829,-11.39526137,-2.376691893
91,Delaware,transit_stations_percent_change_from_baseline,-4.238095238,-7.708772021,-10.82695056,-1.814812769
92,Delaware,transit_stations_percent_change_from_baseline,-3.904761905,-7.066239213,-10.25872812,-1.277834858
93,Delaware,transit_stations_percent_change_from_baseline,-3.404761905,-6.423706405,-9.69059403,-0.766631886
94,Delaware,transit_stations_percent_change_from_baseline,-3.404761905,-5.781173597,-9.12254828,-0.282077581
95,Delaware,transit_stations_percent_change_from_baseline,-0.880952381,-5.138640789,-8.554590857,0.174954331
96,Delaware,transit_stations_percent_change_from_baseline,0.547619048,-4.496107981,-7.986721746,0.603590122
97,Delaware,transit_stations_percent_change_from_baseline,-3.880952381,-3.853575173,-7.418940934,1.002956067
98,Delaware,transit_stations_percent_change_from_baseline,-2.642857143,-3.211042365,-6.851248406,1.372178439
99,Delaware,transit_stations_percent_change_from_baseline,-1.880952381,-2.568509557,-6.283644149,1.710383509
100,Delaware,transit_stations_percent_change_from_baseline,-1.80952381,-1.92597675,-5.71612815,2.016697553
101,Delaware,transit_stations_percent_change_from_baseline,-2.738095238,-1.283443942,-5.148700394,2.290246843
102,Delaware,transit_stations_percent_change_from_baseline,-1.738095238,-0.640911134,-4.581360868,2.530157652
103,Delaware,transit_stations_percent_change_from_baseline,0.261904762,0.001621674,-4.014109558,2.735556254
104,Delaware,transit_stations_percent_change_from_baseline,2.976190476,0.644154482,-3.44694645,2.905568922
105,Delaware,transit_stations_percent_change_from_baseline,-0.976190476,1.28668729,-2.879871532,3.039321928
106,Delaware,transit_stations_percent_change_from_baseline,-0.119047619,1.929220098,-2.312884788,3.135941547
107,Delaware,transit_stations_percent_change_from_baseline,0.238095238,2.571752906,-1.745986205,3.194554051
108,Delaware,transit_stations_percent_change_from_baseline,3.214285714,3.214285714,-1.179175771,3.214285714
109,Delaware,transit_stations_percent_change_from_baseline,1.142857143,3.856818522,-0.61245347,3.214285714
0,District of Columbia,transit_stations_percent_change_from_baseline,-0.428571429,0,-0.427388119,0
1,District of Columbia,transit_stations_percent_change_from_baseline,-3.571428571,-4.927209475,-46.01275094,-0.870090583
2,District of Columbia,transit_stations_percent_change_from_baseline,-8.285714286,-9.854418951,-46.01275094,-3.329042232
3,District of Columbia,transit_stations_percent_change_from_baseline,-15.14285714,-14.78162843,-46.01275094,-7.149874794
4,District of Columbia,transit_stations_percent_change_from_baseline,-21.28571429,-19.7088379,-46.01275094,-12.10560812
5,District of Columbia,transit_stations_percent_change_from_baseline,-28.71428571,-24.63604738,-46.01275094,-17.96926205
6,District of Columbia,transit_stations_percent_change_from_baseline,-37.14285714,-29.56325685,-46.01275094,-24.51385644
7,District of Columbia,transit_stations_percent_change_from_baseline,-44.28571429,-34.49046633,-46.01275094,-31.51241113
8,District of Columbia,transit_stations_percent_change_from_baseline,-50.14285714,-39.4176758,-46.01275094,-38.73794597
9,District of Columbia,transit_stations_percent_change_from_baseline,-54.28571429,-44.34488528,-46.01275094,-45.96348082
10,District of Columbia,transit_stations_percent_change_from_baseline,-57.85714286,-49.27209475,-46.01275094,-52.96203551
11,District of Columbia,transit_stations_percent_change_from_baseline,-62,-54.19930423,-46.01275094,-59.5066299
12,District of Columbia,transit_stations_percent_change_from_baseline,-64.28571429,-59.1265137,-46.01275094,-65.37028383
13,District of Columbia,transit_stations_percent_change_from_baseline,-66.57142857,-64.05372318,-46.01275094,-70.32601715
14,District of Columbia,transit_stations_percent_change_from_baseline,-68,-68.98093265,-46.01275094,-74.14684971
15,District of Columbia,transit_stations_percent_change_from_baseline,-69.14285714,-73.90814213,-46.01275094,-76.60580136
16,District of Columbia,transit_stations_percent_change_from_baseline,-70.71428571,-78.83535161,-46.01275094,-77.47589195
17,District of Columbia,transit_stations_percent_change_from_baseline,-71.28571429,-78.66005477,-56.57807835,-77.47019406
18,District of Columbia,transit_stations_percent_change_from_baseline,-71.28571429,-78.48475794,-62.54870497,-77.45328497
19,District of Columbia,transit_stations_percent_change_from_baseline,-72.14285714,-78.3094611,-65.92279656,-77.42544148
20,District of Columbia,transit_stations_percent_change_from_baseline,-72.28571429,-78.13416426,-67.82954685,-77.38694042
21,District of Columbia,transit_stations_percent_change_from_baseline,-72.85714286,-77.95886743,-68.90708033,-77.33805861
22,District of Columbia,transit_stations_percent_change_from_baseline,-73.42857143,-77.78357059,-69.51601083,-77.27907286
23,District of Columbia,transit_stations_percent_change_from_baseline,-73.57142857,-77.60827376,-69.86012668,-77.21026
24,District of Columbia,transit_stations_percent_change_from_baseline,-74,-77.43297692,-70.05459176,-77.13189684
25,District of Columbia,transit_stations_percent_change_from_baseline,-74.42857143,-77.25768009,-70.16448693,-77.04426021
26,District of Columbia,transit_stations_percent_change_from_baseline,-74.57142857,-77.08238325,-70.22659035,-76.94762693
27,District of Columbia,transit_stations_percent_change_from_baseline,-74.71428571,-76.90708642,-70.26168594,-76.84227382
28,District of Columbia,transit_stations_percent_change_from_baseline,-74.85714286,-76.73178958,-70.28151898,-76.72847769
29,District of Columbia,transit_stations_percent_change_from_baseline,-75.28571429,-76.55649275,-70.29272694,-76.60651537
30,District of Columbia,transit_stations_percent_change_from_baseline,-75,-76.38119591,-70.29906073,-76.47666367
31,District of Columbia,transit_stations_percent_change_from_baseline,-75.28571429,-76.20589908,-70.30264004,-76.33919943
32,District of Columbia,transit_stations_percent_change_from_baseline,-75.85714286,-76.03060224,-70.30466277,-76.19439945
33,District of Columbia,transit_stations_percent_change_from_baseline,-75.71428571,-75.85530541,-70.30580584,-76.04254056
34,District of Columbia,transit_stations_percent_change_from_baseline,-75.71428571,-75.68000857,-70.30645181,-75.88389958
35,District of Columbia,transit_stations_percent_change_from_baseline,-75.85714286,-75.50471174,-70.30681686,-75.71875332
36,District of Columbia,transit_stations_percent_change_from_baseline,-75.71428571,-75.3294149,-70.30702315,-75.54737861
37,District of Columbia,transit_stations_percent_change_from_baseline,-76,-75.15411807,-70.30713973,-75.37005227
38,District of Columbia,transit_stations_percent_change_from_baseline,-75.71428571,-74.97882123,-70.30720561,-75.18705112
39,District of Columbia,transit_stations_percent_change_from_baseline,-75.28571429,-74.8035244,-70.30724284,-74.99865198
40,District of Columbia,transit_stations_percent_change_from_baseline,-75.42857143,-74.62822756,-70.30726388,-74.80513167
41,District of Columbia,transit_stations_percent_change_from_baseline,-75.42857143,-74.45293073,-70.30727577,-74.606767
42,District of Columbia,transit_stations_percent_change_from_baseline,-75.28571429,-74.27763389,-70.30728249,-74.4038348
43,District of Columbia,transit_stations_percent_change_from_baseline,-75.42857143,-74.10233706,-70.30728629,-74.19661189
44,District of Columbia,transit_stations_percent_change_from_baseline,-75.14285714,-73.92704022,-70.30728843,-73.98537509
45,District of Columbia,transit_stations_percent_change_from_baseline,-75.57142857,-73.75174339,-70.30728965,-73.77040122
